Test ID,Test Name,Token Value,Mobile Applicable?,Is Public?,Test Type,Test Description,Item Count,Estimated Time,category:Accounting Knowledge,category:Accounting Office,category:Banking,category:Behavioral + Cognitive Profile,category:Behavioral Profile,category:Call Center,category:Clerical Office,category:Digital Literacy,category:Food Services,category:Gaming,category:Industrial,category:IT Skills,category:Legal,category:Medical Knowledge,category:Medical Office,category:Microsoft Office Skills,category:Nursing,category:Retail Sales,category:Software Skills,category:Staffing Services Management,industry:Banking/Finance,industry:Food Services,industry:Gaming/Hospitality,industry:Healthcare,industry:Information Technology,industry:Legal Services,industry:Manufacturing/Logistics,industry:Retail,industry:Staffing Services,language:Dutch,language:English,language:English for Australia,language:English for Canada,language:English for New Zealand,language:English for South Africa,language:English for UK,language:French,language:French Canadian,language:German,language:Italian,language:Spanish,language:Spanish for North America,level:Advanced Skills,level:Basic Skills,level:Entry Level Behavioral/Cognitive,level:Management Level Behavioral/Cognitive,level:Professional Level Behavioral/Cognitive,level:Standard Skills,productGroup:Accounting,productGroup:Bank Teller,productGroup:Behavioral/Cognitive Profile,productGroup:Call Center Skills,productGroup:Checking,productGroup:Coding,productGroup:Customer Service,productGroup:Data Entry,productGroup:DeltaView,productGroup:Digital Literacy,productGroup:Eclipse,productGroup:Filing,productGroup:Finance,productGroup:Food Service Skills,productGroup:Gaming Skills,productGroup:Grammar,productGroup:HIPAA,productGroup:Industrial Safety,productGroup:Industrial Skills,productGroup:Legal Knowledge,productGroup:Light Industrial Skills,productGroup:Lotus Notes,productGroup:Math,productGroup:Medical Knowledge,productGroup:Medical Office Skills,productGroup:Microsoft Access,productGroup:Microsoft Excel,productGroup:Microsoft FrontPage,productGroup:Microsoft Internet Explorer,productGroup:Microsoft Outlook,productGroup:Microsoft PowerPoint,productGroup:Microsoft Project,productGroup:Microsoft Publisher,productGroup:Microsoft Windows,productGroup:Microsoft Word,productGroup:MYOB,productGroup:Nursing Knowledge,productGroup:Office Manager Skills,productGroup:Peachtree,productGroup:Postal Codes,productGroup:Programming Skills,productGroup:Proofreading,productGroup:QuickBooks,productGroup:Reading Comprehension,productGroup:Receptionist Skills,productGroup:Retail Sales Skills,productGroup:Secretarial Skills,productGroup:Shorthand,productGroup:Spelling,productGroup:Staffing Knowledge,productGroup:Telemarketing Skills,productGroup:Telephone Skills,productGroup:Ten Key Test,productGroup:Transcription,productGroup:Translation - Spanish to English,productGroup:Typing Test,productGroup:Vocabulary,productGroup:Workplace English Usage (Spanish)
EN_QB6ST,"QuickBooks 2006 - Standard",1,false,true,Standard,"This test contains questions on the most commonly used QuickBooks Accounting features such as analysis, banking, reports and forms, application use as well as configuration and setup.",35,30 minutes,,,,,,,,,,,,,,,,,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_RAD1A,"Radiology Test A",1,false,true,Form A,"This test assess examinees‰Ûª knowledge of clinical radiology, including chest, abdominal, spinal and limb radiographs, non-traumatic skeletal, and CT head scan radiographs, and radiographic diagnostics.",25,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_RAD1B,"Radiology Test B",1,false,true,Form B,"This test assess examinees‰Ûª knowledge of clinical radiology, including chest, abdominal, spinal and limb radiographs, non-traumatic skeletal, and CT head scan radiographs, and radiographic diagnostics.",25,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_RC101,"Reading Comprehension - Basic",1,false,true,Standard,"This test requires test takers to read passages and answer questions that require applying understanding of what they have read.",18,25 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_RCSIN,"Reading Comprehension - Industrial",1,false,true,Standard,"This test measures basic reading comprehension abilities, asking the candidate to answer questions based on text in a reading passage.",43,35 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,,,,Banking/Finance,,,,,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading Comprehension,,,,,,,,,,,,,,
EN_RCSST,"Reading Comprehension - General",1,false,true,Standard,"This test requires test takers to read passages and answer questions that require applying understanding of what they have read.",23,30 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_RSTCH,"Retail Sales - Inventory Coding",1,false,true,Standard,"Questions covering the ability to perform standard inventory coding.",20,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,,,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTCS,"Retail Sales - Customer Service",1,false,true,Standard,"Questions covering such topics such as dealing with angry and waiting customers, customer and company errors, reading body language and effective sales techniques.",20,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,Gaming/Hospitality,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTLP,"Retail Sales - Learning Products",1,false,true,Standard,"Questions covering the ability to learn new product features, prices and selling points.",36,20 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTMT,"Retail Sales - Retail Math",1,false,true,Standard,"Questions covering the ability to perform basic math related to retail sales.",15,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,Gaming/Hospitality,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTRE,"Retail Sales - Retail Reading",1,false,true,Standard,"Questions covering the ability to read and comprehend retail literature.",20,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,Gaming/Hospitality,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTSC,"Retail Sales - Store Security",1,false,true,Standard,"Questions covering such topics such as shoplifting and inventory loss prevention.",10,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,,Gaming/Hospitality,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTSP,"Retail Sales - Sales and Promotion",1,false,true,Standard,"Questions covering such topics such as sales and promotion techniques.",22,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,,Gaming/Hospitality,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTST,"Retail Sales - Inventory Sorting",1,false,true,Standard,"Questions covering the ability to perform standard inventory sorting.",10,10 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,,,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_RSTTW,"Retail Sales - Employee Teamwork",1,false,true,Standard,"Questions covering the ability to work cooperatively with other employees and administrators.",10,10 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,Gaming/Hospitality,,,,,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
EN_SPLAC,"Spelling - Accounting-Bookkeeping",1,false,true,Standard,"The applicant is asked to select the correct spelling of words specific to accounting environments.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,Information Technology,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLAU,"Spelling (Audio)",1,false,true,Audio,"Listening to audio, examinees are asked to type the correct spelling for various words.",30,20 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spelling,,,,,,,,,
EN_SPLBS,"Spelling - Business",1,false,true,Standard,"Examinees select the correct spelling of words specific to business environments.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,,Information Technology,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLGE,"Spelling - Geography",1,false,true,Standard,"Examinees are asked to select the correct spelling of countries as well as US and international cities and states.",40,30 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLGN,"Spelling - General",1,false,true,Standard,"Examinees select the correct spelling of words in general use.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLIA,"Spelling - Int Geography (Audio)",1,false,true,Audio,"Listening to audio, examinees are asked to type the correct spelling of countries as well international cities and states.",40,30 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLLG,"Spelling - Legal",1,false,true,Standard,"Examinees select the correct spelling of words specific to legal environments.",20,15 minutes,,,,,,,Clerical Office,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLMD,"Spelling - Medical",1,false,true,Standard,"Examinees select the correct spelling of words specific to medical environments.",40,30 minutes,,,,,,,Clerical Office,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLPA,"Postal Codes (Audio)",1,false,true,Audio,"Listening to audio, examinees are asked to enter the abbreviated names for US States, US Territories and Canadian Provinces.",35,15 minutes,,,,,,Call Center,,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_SPLPO,"Postal Codes",1,false,true,Standard,"Examinees are asked to enter the abbreviated names for US States, US Territories and Canadian Provinces.",40,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postal Codes,,,,,,,,,,,,,,,,,,
EN_SPLUA,"Spelling - US Geography (Audio)",1,false,true,Audio,"Listening to audio, examinees are asked to type the correct spelling of US cities and states.",40,30 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
en_stfbe,"Staffing - Benefits and Eligibility",1,false,true,Standard,"An assessment on issues and regulations concerning benefits and eligibility, including questions on applicant screening, discrimination laws and compensation management.",40,25 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfcp,"Staffing - CPC Certification Prep",1,false,true,Standard,"An assessment to prepare a candidate for CPC certification, including questions on employee relationships, discrimination laws, applicant screening, the hiring process, contracts, case law regarding staffing issues, and other issues covered in the CPC curriculum.",130,60 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfct,"Staffing - CTS Certification Prep",1,false,true,Standard,"An assessment to prepare a candidate for CTS certification, including questions on employee relationships, discrimination laws, applicant screening, the hiring process, contracts, case law regarding staffing issues, and other issues covered in the CTS curriculum.",130,60 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfha,"Staffing - HR Legal Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering the most critical issues regarding HR employment law, including questions on discrimination law, hiring processes, contracts, and staffing industry case law.",30,20 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfhg,"Staffing - HR Generalist",1,false,true,Standard,"An assessment covering general issues (including legal issues and hiring processes) for the HR professional, including questions on discrimination law, applicant screening, hiring processes, discrimination and benefits.",50,45 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfhl,"Staffing - HR Legal",1,false,true,Standard,"An assessment covering legal issues in HR, including questions on discrimination law, hiring processes, contracts, and staffing industry case law.",50,45 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfhq,"Staffing - HR Generalist Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering general issues (including legal issues and hiring processes) for the HR professional, including questions on discrimination law, applicant screening, hiring processes, discrimination and benefits.",30,25 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfiq,"Staffing - Interview Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering the most critical issues of interviewing, including questions on applicant screening and hiring processes.",30,20 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfis,"Staffing - Interviewing and Screening",1,false,true,Standard,"An assessment covering issues and laws regarding the interview and screening process, including questions on applicant screening, hiring processes and discrimination.",50,45 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfla,"Staffing - Temp Services Legal Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering critical legal issues concerning hiring and employment in a temporary staffing service, including questions on employee relationships, hiring processes, standards and ethics, contracts and the hiring process.",30,20 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfqa,"Staffing - Benefits Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering the most critical issues concerning benefits and eligibility, including questions on applicant screening, discrimination laws and compensation management.",25,20 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfta,"Staffing - Operations Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering operational issues in a temporary staffing service, including questions on employee relationships, hiring processes, contracts, benefits, compensation and the hiring process.",30,20 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stftl,"Staffing - Temp Services Legal",1,false,true,Standard,"An assessment covering legal issues concerning hiring and employment in a temporary staffing service, including questions on employee relationships, discrimination law, hiring processes, standards and ethics, contracts and candidate screening.",60,50 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfto,"Staffing - Temp Services Operations",1,false,true,Standard,"An assessment covering operational issues in a temporary staffing service, including questions on employee relationships, hiring processes, contracts, benefits, compensation and the hiring process.",55,45 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stftq,"Staffing - Temp Services Quick Assessment",1,false,true,Standard,"An abbreviated assessment covering operational and legal issues in a temporary staffing service, including questions on employee relationships, hiring processes, contracts, and applicant screening.",30,20 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
en_stfts,"Staffing - Temp Services Generalist",1,false,true,Standard,"An assessment covering operational and legal issues in a temporary staffing service, including questions on employee relationships, hiring processes, contracts, applicant screening and other topics.",50,45 minutes,,,,,,,,,,,,,,,,,,,,Staffing Services Management,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffing Knowledge,,,,,,,,
EN_TYPS1,"Typing Test Ð One Space Version",1,false,true,One Space Version,"Examinees are asked to type text from a copy. Scores measure typing speed and error rate. This test has single spaces between sentences.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_TYPSS,"Typing Test",1,false,true,Standard,"Examinees are asked to type text from a copy. Scores measure typing speed and error rate.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Typing Test,,
EN_TYPST,"Typing Test - 3min",1,false,true,3min,"Examinees are asked to type text from a copy. Scores measure typing speed and error rate.",0,3 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_VOCAC,"Vocabulary - Accounting/Bookkeeping",1,false,true,Standard,"The applicant is asked to select the correct meaning of words specific to accounting environments.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,Information Technology,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_VOCBS,"Vocabulary - Business",1,false,true,Standard,"Examinees are asked to select the correct meaning of words specific to business environments.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,,Information Technology,,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_VOCGN,"Vocabulary - General",1,false,true,Standard,"Examinees are asked to select the correct meaning of words in general use.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_VOCLG,"Vocabulary - Legal",1,false,true,Standard,"Examinees are asked to select the correct meaning of words specific to legal environments.",20,10 minutes,,,,,,,Clerical Office,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_VOCMD,"Vocabulary - Medical",1,false,true,Standard,"Examinees are asked to select the correct meaning of words specific to medical environments.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W11AD,"Word 2003 - Advanced Skills",1,false,true,Standard,"Questions for the advanced user of Microsoft Word 2003 features such as cover file management, editing, formatting, printing, desktop publishing and customizing Word.",37,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_W11BS,"Word 2003 - Basic Skills",1,false,true,Standard,"Questions for the beginner user of Microsoft Word 2003 features such as file and disk management, printing, running applications and system management.",30,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
